2023-12-05 09:35:05,236 - dataset.py[line:16] - DEBUG: Initializing Dataset
2023-12-05 09:35:05,246 - dataset.py[line:22] - INFO: Found 82 csv files
2023-12-05 09:35:05,246 - dataset.py[line:23] - DEBUG: csv files: ['data/jedit-3.2.csv', 'data/ivy-1.0.csv', 'data/camel-1.4.csv', 'data/xalan-2.4.csv', 'data/log4j-1.1.csv', 'data/poi-2.5.csv', 'data/xerces-1.3.csv', 'data/camel-1.2.csv', 'data/jedit-4.0.csv', 'data/camel-1.6.csv', 'data/jedit-4.2.csv', 'data/poi-1.5.csv', 'data/synapse-1.2.csv', 'data/synapse-1.0.csv', 'data/ant-1.3.csv', 'data/poi-2.0.csv', 'data/xerces-1.1.csv', 'data/velocity-1.5.csv', 'data/jedit-4.3.csv', 'data/lucene-2.0.csv', 'data/lucene-2.2.csv', 'data/ant-1.4.csv', 'data/ivy-1.1.csv', 'data/poi-3.0.csv', 'data/velocity-1.4.csv', 'data/log4j-1.0.csv', 'data/xerces-1.2.csv', 'data/xerces-1.4.4.csv', 'data/ant-1.5.csv', 'data/camel-1.0.csv', 'data/ant-1.6.csv', 'data/log4j-1.2.csv', 'data/velocity-1.6.csv', 'data/lucene-2.4.csv', 'data/ivy-1.2.csv', 'data/ant-1.7.csv', 'data/xalan-2.6.csv', 'data/jedit-4.1.csv', 'data/synapse-1.1.csv', 'data/xalan-2.7.csv', 'data/xalan-2.5.csv', 'data/with_code/poi-3.0.csv.with_code.csv', 'data/with_code/xalan-2.7.csv.with_code.csv', 'data/with_code/camel-1.4.csv.with_code.csv', 'data/with_code/synapse-1.1.csv.with_code.csv', 'data/with_code/ivy-1.2.csv.with_code.csv', 'data/with_code/xalan-2.5.csv.with_code.csv', 'data/with_code/lucene-2.4.csv.with_code.csv', 'data/with_code/xerces-1.4.4.csv.with_code.csv', 'data/with_code/lucene-2.2.csv.with_code.csv', 'data/with_code/synapse-1.0.csv.with_code.csv', 'data/with_code/log4j-1.1.csv.with_code.csv', 'data/with_code/velocity-1.4.csv.with_code.csv', 'data/with_code/camel-1.0.csv.with_code.csv', 'data/with_code/ivy-1.0.csv.with_code.csv', 'data/with_code/ivy-1.1.csv.with_code.csv', 'data/with_code/ant-1.3.csv.with_code.csv', 'data/with_code/xalan-2.6.csv.with_code.csv', 'data/with_code/ant-1.6.csv.with_code.csv', 'data/with_code/ant-1.7.csv.with_code.csv', 'data/with_code/velocity-1.5.csv.with_code.csv', 'data/with_code/jedit-3.2.csv.with_code.csv', 'data/with_code/camel-1.2.csv.with_code.csv', 'data/with_code/jedit-4.0.csv.with_code.csv', 'data/with_code/lucene-2.0.csv.with_code.csv', 'data/with_code/jedit-4.2.csv.with_code.csv', 'data/with_code/ant-1.4.csv.with_code.csv', 'data/with_code/log4j-1.2.csv.with_code.csv', 'data/with_code/jedit-4.1.csv.with_code.csv', 'data/with_code/xerces-1.1.csv.with_code.csv', 'data/with_code/ant-1.5.csv.with_code.csv', 'data/with_code/poi-2.0.csv.with_code.csv', 'data/with_code/camel-1.6.csv.with_code.csv', 'data/with_code/poi-2.5.csv.with_code.csv', 'data/with_code/xerces-1.2.csv.with_code.csv', 'data/with_code/synapse-1.2.csv.with_code.csv', 'data/with_code/xalan-2.4.csv.with_code.csv', 'data/with_code/jedit-4.3.csv.with_code.csv', 'data/with_code/poi-1.5.csv.with_code.csv', 'data/with_code/log4j-1.0.csv.with_code.csv', 'data/with_code/xerces-1.3.csv.with_code.csv', 'data/with_code/velocity-1.6.csv.with_code.csv']
2023-12-05 09:35:05,247 - dataset.py[line:40] - INFO: Generating Complete dataset
2023-12-05 09:35:05,247 - dataset.py[line:45] - INFO: Generating dataset from data/jedit-3.2.csv
2023-12-05 09:35:05,249 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.Registers.java, nan
2023-12-05 09:35:05,249 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-gnu.regexp.RETokenRepeated.java, nan
2023-12-05 09:35:05,249 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-gnu.regexp.REMatchEnumeration.java, nan
2023-12-05 09:35:05,249 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-bsh.BSHType.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-gnu.regexp.RETokenOneOf.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-bsh.BSHArrayDimensions.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from nan, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-gnu.regexp.CharIndexedString.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.gui.DockableWindowContainer.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.textarea.TextRendererAWT.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.EditPlugin.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-bsh.BSHLHSPrimarySuffix.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.browser.VFSBrowser.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.options.DockingOptionPane.java, nan
2023-12-05 09:35:05,250 - dataset.py[line:57] - DEBUG: Getting source code from nan, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-bsh.Interpreter.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.gui.HelpViewer.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.msg.CreateDockableWindow.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.options.EditingOptionPane.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.textarea.JEditTextArea.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.GUIUtilities.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.EBComponent.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.gui.KeyEventWorkaround.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.gui.PastePrevious.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.EditPane.java, nan
2023-12-05 09:35:05,251 - dataset.py[line:57] - DEBUG: Getting source code from jedit-3.2-org.gjt.sp.jedit.EBMessage.java, nan
